data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;faturamento_lag_1;faturamento_lag_7;faturamento_lag_14;faturamento_lag_30;faturamento_lag_365;media_movel_7d;media_movel_30d;variacao_7d;onda_sen_1;onda_cos_1;onda_sen_2;onda_cos_2;is_black_friday;is_verao;is_ferias;dia_0;dia_1;dia_2;dia_3;dia_4;dia_5;dia_6
2022-04-01 23:18:15.225659;141;28057.50002;336;2022;4;4;33357.3;31062.20001;27932.10003;31882.0;24072.3;29356.400005714288;27902.32333766667;2368.821027669984;0.0;1.0;0.0;1.0;0;0;0;0;0;0;0;1;0;0
2022-04-02 23:18:15.225659;120;24336.3;319;2022;4;5;28057.50002;28944.3;27558.2;25781.4;30880.8;28698.11429142857;27854.153337666663;3045.928305350796;0.0172133561558346;0.9998518392091162;0.0344216116227457;0.9994074007397048;0;0;0;0;0;0;0;0;1;0
2022-04-03 23:18:15.225659;137;26722.3;331;2022;4;6;24336.3;26236.7;28222.0;29141.5;25142.2;28767.48572;27773.513337666667;2985.455590092109;0.0344216116227457;0.9994074007397048;0.0688024268023198;0.9976303053065856;0;0;0;0;0;0;0;0;0;1
2022-04-04 23:18:15.225659;146;28443.6;358;2022;4;0;26722.3;29325.00002;23998.4;27056.8;28318.70001;28641.57143142857;27819.740004333333;2976.596753310834;0.0516196672232537;0.998666816288476;0.1031016974474348;0.9946708199115212;0;0;0;1;0;0;0;0;0;0
2022-04-05 23:18:15.225659;134;24809.4;331;2022;4;1;28443.6;31475.1;28675.2;27147.1;25890.5;27689.328574285715;27741.816671;2985.243091972387;0.0688024268023198;0.9976303053065856;0.1372787721132647;0.9905324521322229;0;0;0;0;1;0;0;0;0;0
2022-04-06 23:18:15.225659;136;25132.5;330;2022;4;2;24809.4;28098.9;28158.4;28867.70001;22795.4;27265.557145714287;27617.310004000003;3124.702811170502;0.0859647987374464;0.9962981749346078;0.1712931441814776;0.9852201067560606;0;0;0;0;0;1;0;0;0;0
2022-04-07 23:18:15.225659;133;28138.2;330;2022;4;3;25132.5;33357.3;28263.10001;25266.20001;23807.50001;26519.97143142857;27713.043337;1748.499075196932;0.1031016974474348;0.9946708199115212;0.2051044998686192;0.9787400799669153;0;0;0;0;0;0;1;0;0;0
2022-04-08 23:18:15.225659;131;24898.4;323;2022;4;4;28138.2;28057.50002;31062.20001;26077.6;28051.5;26068.67142857143;27673.73667033333;1692.300800403892;0.1202080448993527;0.9927487224577402;0.2386727660059501;0.9711000518829505;0;0;0;0;0;0;0;1;0;0
2022-04-09 23:18:15.225659;135;27076.50002;339;2022;4;5;24898.4;24336.3;28944.3;29071.4;30952.0;26460.128574285714;27607.240004333333;1534.341814315444;0.1372787721132647;0.9905324521322229;0.2719581575341055;0.9623090774541486;0;0;0;0;0;0;0;0;1;0
2022-04-10 23:18:15.225659;150;28321.4;362;2022;4;6;27076.50002;26722.3;26236.7;26465.1;27453.0;26688.57143142857;27669.116671000003;1690.932844605958;0.1543088206642811;0.9880226656636976;0.304921224656289;0.9523775757303974;0;0;0;0;0;0;0;0;0;1
