data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;faturamento_lag_1;faturamento_lag_7;faturamento_lag_14;faturamento_lag_30;faturamento_lag_365;media_movel_7d;media_movel_30d;variacao_7d;onda_sen_1;onda_cos_1;onda_sen_2;onda_cos_2;is_black_friday;is_verao;is_ferias;dia_0;dia_1;dia_2;dia_3;dia_4;dia_5;dia_6
2026-01-01 23:18:15.225659;142;33830.5;347;2026;1;3;30270.3;34286.6;25459.50002;21656.9;22574.40001;27968.38571428572;27633.41666833333;4657.270901657827;-0.9992500112396836;0.038722280892175;-0.0773864792334641;-0.997001169925015;0;1;0;0;0;0;1;0;0;0
2026-01-02 23:18:15.225659;143;28059.2;346;2026;1;4;33830.5;22579.2;31273.5;22931.60001;26065.6;28751.242857142854;27804.336668;4016.961972626079;-0.9984354211555644;0.0559169901006031;-0.1116590071216944;-0.993746580436178;0;1;0;0;0;0;0;1;0;0
2026-01-03 23:18:15.225659;132;23968.90001;336;2026;1;5;28059.2;20794.0;31151.40001;23767.5;26394.3;29204.80000142857;27811.050001666663;3025.6952802973874;-0.9973249731081556;0.073095129898077;-0.1457991969198736;-0.9893142039703664;0;1;0;0;0;0;0;0;1;0
2026-01-04 23:18:15.225659;147;30468.8;380;2026;1;6;23968.90001;28380.6;29819.6;26922.1;29327.70001;29503.114287142856;27929.273335;3033.8216284055707;-0.9959189961471792;0.0902516100310399;-0.17976658572556;-0.9837092937736102;0;1;0;0;0;0;0;0;0;1
2026-01-05 23:18:15.225659;137;28791.4;352;2026;1;0;30468.8;29002.0;30578.5;31239.4;28695.7;29473.028572857143;27847.673335;3040.655841651177;-0.994217906893952;0.1073813466641614;-0.2135209154397929;-0.9769384927771824;0;1;0;1;0;0;0;0;0;0
2026-01-06 23:18:15.225659;128;25341.3;311;2026;1;1;28791.4;30922.1;29601.7;25013.5;30728.3;28675.77143;27858.600001666666;3316.5134308022284;-0.9922222094179326;0.124479263886787;-0.2470221804809314;-0.9690098257244072;0;1;0;0;1;0;0;0;0;0
2026-01-07 23:18:15.225659;144;33769.5;380;2026;1;2;25341.3;30270.3;25075.8;23146.70001;26021.8;29175.65714428572;28212.693334666663;3822.0831430213775;-0.9899324950873528;0.141540295217044;-0.2802306751992178;-0.959932689659744;0;1;0;0;0;1;0;0;0;0
2026-01-08 23:18:15.225659;138;28018.5;339;2026;1;3;33769.5;33830.5;34286.6;28653.8;28205.3;28345.37143;28191.516668;3227.376317969889;-0.9873494423939868;0.1585593851031314;-0.3131070409358204;-0.9497178427914338;0;1;0;0;0;0;1;0;0;0
2026-01-09 23:18:15.225659;150;28048.70001;383;2026;1;4;28018.5;28059.2;22579.2;23620.1;26660.8;28343.87143142857;28339.136668333333;3227.533926516339;-0.9844738167520922;0.1755314904214279;-0.3456123126707329;-0.9383773917408644;0;1;0;0;0;0;0;1;0;0
2026-01-10 23:18:15.225659;140;23977.9;361;2026;1;5;28048.70001;23968.90001;20794.0;26845.8;32731.5;28345.15714428572;28243.540001666664;3225.5018087943754;-0.9813064702716094;0.1924515819708292;-0.3777079652039635;-0.9259247771938504;0;1;0;0;0;0;0;0;1;0
2026-01-11 23:18:15.225659;149;28834.7;361;2026;1;6;23977.9;30468.8;28380.6;23169.6;24320.80001;28111.71428714286;28432.37666833333;3102.995750542586;-0.9778483415056572;0.2093146459630472;-0.4093559588156191;-0.9123747579707284;0;1;0;0;0;0;0;0;0;1
2026-01-12 23:18:15.225659;149;32121.40001;386;2026;1;0;28834.7;28791.4;29002.0;24783.4;27293.2;28587.42857428572;28676.976668666663;3459.358662001568;-0.9741004551724208;0.2261156855082864;-0.4405187843504916;-0.8977433935342354;0;1;0;1;0;0;0;0;0;0
2026-01-13 23:18:15.225659;145;27736.0;356;2026;1;1;32121.40001;25341.3;30922.1;27525.6;29338.00001;28929.528574285712;28683.990002;3192.995645171573;-0.9700639218515068;0.2428497220959368;-0.471159507673866;-0.8820480249558525;0;1;0;0;1;0;0;0;0;0
2026-01-14 23:18:15.225659;129;25798.10001;325;2026;1;2;27736.0;33769.5;30270.3;32502.6;27161.00001;27790.757147142856;28460.506669;2532.2666410768;-0.9657399376548556;0.259511797069797;-0.5012418134457706;-0.865307254363209;0;1;0;0;0;1;0;0;0;0
2026-01-15 23:18:15.225659;130;26683.6;310;2026;1;3;25798.10001;28018.5;33830.5;27709.6;27280.90001;27600.057147142856;28426.306669;2562.343028054084;-0.9611297838723007;0.276096973097469;-0.5307300481619336;-0.847540922892831;0;1;0;0;0;0;1;0;0;0
2026-01-16 23:18:15.225659;125;21725.0;291;2026;1;4;26683.6;28048.70001;28059.2;28145.9;25809.6;26696.67143142857;28212.276669;3366.39982188711;-0.9562348265919068;0.2926003356333446;-0.5595892624101702;-0.8287700871745081;0;1;0;0;0;0;0;1;0;0
2026-01-17 23:18:15.225659;145;28678.40001;355;2026;1;5;21725.0;23977.9;23968.90001;25459.50002;29879.8;27368.171432857143;28319.57333533333;3198.3076479119954;-0.951056516295154;0.3090169943749465;-0.5877852522924716;-0.8090169943749485;0;1;0;0;0;0;0;0;1;0
2026-01-18 23:18:15.225659;159;26738.60001;398;2026;1;6;28678.40001;28834.7;30468.8;31273.5;28281.4;27068.72857714285;28168.41000233333;3135.629198834956;-0.945596387427143;0.3253420847119788;-0.6152845999633254;-0.7883050558305272;0;1;0;0;0;0;0;0;0;1
2026-01-19 23:18:15.225659;142;27989.6;358;2026;1;0;26738.60001;32121.40001;28791.4;31151.40001;21975.7;26478.471432857143;28063.016668666667;2304.803459801577;-0.9398560579418962;0.3415707691678536;-0.6420547132365606;-0.7666588193001617;0;1;0;1;0;0;0;0;0;0
2026-01-20 23:18:15.225659;114;22061.3;296;2026;1;1;27989.6;27736.0;25341.3;29819.6;26253.8;25667.80000428572;27804.40666866667;2744.765385973644;-0.933837228822926;0.357698238833123;-0.6680638642135297;-0.744103939871364;0;1;0;0;1;0;0;0;0;0
2026-01-21 23:18:15.225659;134;28125.00001;347;2026;1;2;22061.3;25798.10001;33769.5;30578.5;28681.80001;26000.21429;27722.623335666667;2899.70633913732;-0.9275416835791964;0.3737197147904694;-0.6932812268869781;-0.7206671495538605;0;1;0;0;0;1;0;0;0;0
2026-01-22 23:18:15.225659;142;28739.7;373;2026;1;3;28125.00001;26683.6;28018.5;29601.7;26421.1;26293.94286142857;27693.890002333334;3079.0586150734107;-0.920971287716636;0.3896304495307846;-0.7176769136759569;-0.6963762255968774;0;1;0;0;0;0;1;0;0;0
2026-01-23 23:18:15.225659;140;26704.40001;337;2026;1;4;28739.7;21725.0;28048.70001;25075.8;28491.9;27005.285720000003;27748.176669333337;2332.1945063636663;-0.914127988185334;0.4054257283599966;-0.741222010848595;-0.6712599575675324;0;1;0;0;0;0;0;1;0;0
2026-01-24 23:18:15.225659;146;33184.7;364;2026;1;5;26704.40001;28678.40001;23977.9;34286.6;23219.20001;27649.04286142857;27711.44666933333;3294.4315116461044;-0.9070138128026348;0.4211008707960917;-0.7638886127905458;-0.6453481132295465;0;1;0;0;0;0;0;0;1;0
2026-01-25 23:18:15.225659;138;29256.8;354;2026;1;6;33184.7;26738.60001;28834.7;22579.2;30662.2;28008.78571714285;27934.033336;3315.864550028364;-0.8996308696522441;0.4366512319560623;-0.7856498550787123;-0.618671403262506;0;1;0;0;0;0;0;0;0;1
2026-01-26 23:18:15.225659;124;21609.8;305;2026;1;0;29256.8;27989.6;32121.40001;20794.0;27118.7;27097.385717142857;27961.226669333333;4104.912639778192;-0.8919813464595479;0.4520722039323054;-0.8064799463209463;-0.5912614448635761;0;1;0;1;0;0;0;0;0;0
2026-01-27 23:18:15.225659;134;25892.5;346;2026;1;1;21609.8;22061.3;27736.0;28380.6;27647.9;27644.700002857146;27878.290002666665;3537.7621559115755;-0.8840675099433649;0.4673592171579998;-0.8263541987239065;-0.5631507242749232;0;1;0;0;1;0;0;0;0;0
2026-01-28 23:18:15.225659;140;27082.1;342;2026;1;2;25892.5;28125.00001;25798.10001;29002.0;21863.40001;27495.71428714286;27814.293336;3536.123581285629;-0.8758917051442445;0.4825077417612154;-0.8452490573530597;-0.5343725582809844;0;1;0;0;0;1;0;0;0;0
